tweet_id	start_pos	end_pos	named_entity_type	tweet	entity
854040642183471106	0	0	No entities found in this tweet	Triângulo amoroso entre: cama, tomada e celular. #Preguiça #Sono #TempoFrio #Pipoca #Netflix… https://t.co/y9nzRsyKSL	No entities found
854040641311035392	0	0	No entities found in this tweet	amo você demais te peço por favor vai me prometer que nunca vai ter despedida vou contar tenho medo de ficar um segundo sem ti 🎵	No entities found
854040641302614016	0	0	No entities found in this tweet	seu perfil foi visto por 5 pessoas nas últimas 6 horas https://t.co/7f2dJUlgeR	No entities found
854040640677662720	0	0	No entities found in this tweet	ave que esse povo já quer virar o lote da bounce	No entities found
854040640665026561	0	0	No entities found in this tweet	Passada com esse armamento. Deve ter colocado o Rexona na cueca. 😱 https://t.co/hgilqixgbz	No entities found
854040639897522177	0	0	No entities found in this tweet	Se eu for dormir agr vou acordar só amanhã kkkkkkkkkkk	No entities found
854040639511646209	0	0	No entities found in this tweet	Pedindo desculpas a todas as pessoas que vacilei no ano passado.	No entities found
854040639482339329	0	0	No entities found in this tweet	.@amigos Ops, esqueci q eu n tenho nenhum	No entities found
854040639041929217	0	0	No entities found in this tweet	Seria talvez, um sono? #vempracasa #vemprotimedocoracao #mentira #ficanoreal #aiganhamais https://t.co/kfTDuafhzS	No entities found
854040638639280132	0	0	No entities found in this tweet	Não para amigos https://t.co/6Ret2zoUOk	No entities found
854040638341435394	82	86	B-person	"""O lugar que ocupamos é menos importante do que aquele para o qual nos dirigimos."" Leon Tolstoi."	""" Le"
854040638341435394	87	94	I-person	"""O lugar que ocupamos é menos importante do que aquele para o qual nos dirigimos."" Leon Tolstoi."	n Tolst
854040638156791808	0	0	No entities found in this tweet	Kkkkkkkkkkkkkkk tipo isso kkkkkk https://t.co/h90bFMaReW	No entities found
854040638026903552	0	0	No entities found in this tweet	Sempre acontece 😂😂 https://t.co/CfSlXDWzu4	No entities found
854040637393575936	0	0	No entities found in this tweet	@_RenatoCesar oi vc tem interesse	No entities found
854040637250961409	0	0	No entities found in this tweet	@soldlua Só chegar haha!!	No entities found
854056007915515904	0	0	No entities found in this tweet	A-acho que fiz um amigo? O_O Não sou bom nisso, então posso estar enganado... Mas acho &gt;_&gt;	No entities found
854056007332503552	0	0	No entities found in this tweet	que Deus te de muito anos ainda, amém https://t.co/xCzD0lGxOJ	No entities found
854056005411450882	0	0	No entities found in this tweet	@znath_ eu não acredito	No entities found
854056005038219265	0	0	No entities found in this tweet	@falsirani @camilabessone_ que pomposos, estou presente lindinhos	No entities found
854056004291526656	134	140	B-person	Confio nos Conselheiros q tem o clube como prioridade e não grupos Políticos na reunião de hoje para Reprovar a Gestão do Canalha do Pífero!	Pífero
854056004006400004	0	0	No entities found in this tweet	Retweeted Neloli (@neloli8356): #VidaPosGolpe golpistas não reconhecem coxinhas como seu par em igualdade, mas,... https://t.co/na2GlViDhs	No entities found
854056003230474240	27	32	B-person	Gente quem segue o dix da Luana pf vejam o ultimo vídeo da história dela kkkkkkkkkk muito bom te amo Luana	Luana
854056003230474240	27	32	B-person	Gente quem segue o dix da Luana pf vejam o ultimo vídeo da história dela kkkkkkkkkk muito bom te amo Luana	Luana
854056003087859712	0	0	No entities found in this tweet	Confira as fotos das celebrações da Semana Santa nas paróquias da diocese: https://t.co/qkFuGW4gsw https://t.co/W5OnHtasju	No entities found
854056001909272580	0	0	No entities found in this tweet	triste saber que se vc não chamar certas pessoas, vcs nunca mais vão conversar....	No entities found
854056001682776066	0	0	No entities found in this tweet	Mds, eu vou dá um murro no meio da cara desse homem	No entities found
854056000671895553	4	10	B-location	Em Cuiabá, no congresso dos bancários da região centro-norte https://t.co/GmQcD8y5gg	Cuiabá
854056000130879492	0	0	No entities found in this tweet	@Maluquinho_1921 Exatamente.	No entities found
854056000038604800	0	0	No entities found in this tweet	@tatavih Olha o snap anterior 🙄	No entities found
854055999417790464	0	0	No entities found in this tweet	@FIFATRADEBRASIL O que aconteceu com o monitor?	No entities found
854055998725738497	0	0	No entities found in this tweet	hoje ficar mais loira , tá	No entities found
854055998629302273	0	0	No entities found in this tweet	isadora pinto durão é a pior do meu tt kkkkkkkkkkkkkk na moral	No entities found
854071368282931202	0	0	No entities found in this tweet	@Jhessica_Carol Deu p matar a sdd	No entities found
854071368048103427	0	0	No entities found in this tweet	Morrão tá de luto	No entities found
854071367540629504	0	0	No entities found in this tweet	@mathhh_oliveira @4mentox aii ó, ja achamos o copi kakak	No entities found
854071367091859456	0	0	No entities found in this tweet	pegar essa fast and furious hj	No entities found
854071366768881667	60	66	B-location	Triste é ter que ir embora de trem por causa dessa obra na Brasil 🙄👎🏼	Brasil
854071366122971136	0	0	No entities found in this tweet	Contrariando o time das librianas eu amo uma treta	No entities found
854071364705275905	74	81	B-person	https://t.co/FFCzFIGMKH - Download Melhorando sua vida sentimental - Pr. Lucinho Barreto - Culto Fé  https://t.co/PKNVx7yeCU	Lucinho
854071364705275905	82	89	I-person	https://t.co/FFCzFIGMKH - Download Melhorando sua vida sentimental - Pr. Lucinho Barreto - Culto Fé  https://t.co/PKNVx7yeCU	Barreto
854071364189335552	0	0	No entities found in this tweet	Trabalhar  Virgem grande vai ser missão, longe pra crc	No entities found
854071364130656257	0	0	No entities found in this tweet	Vem piranha vem Pistinha vai t adotar🎶	No entities found
854071363946131463	0	0	No entities found in this tweet	Nao sei mais o que é isso ,que triste💔 https://t.co/TCCGfRsz5T	No entities found
854071363920953346	0	0	No entities found in this tweet	Eu queria ser rica !	No entities found
854071363669307397	0	0	No entities found in this tweet	vai começar a palhaçada kk haja paciência c essa porra	No entities found
854071363325251584	0	0	No entities found in this tweet	Gostei de um vídeo @YouTube https://t.co/EXqxwaEQlS DE PÁSCOA GIGANTE MONSTRUOSO quase IMPOSSÍVEL DE FAZER!	No entities found
854071362931109890	0	0	No entities found in this tweet	Bolada	No entities found
854071362545168385	0	0	No entities found in this tweet	Ameeeeei https://t.co/VNf7T9umLj	No entities found
854071362381598720	0	0	No entities found in this tweet	Vou viajar quarta 😌	No entities found
854071362364821507	0	0	No entities found in this tweet	@LivstheQuinn @sarahloppes @ashtonbroken a mae dela vai falar hoje eu acho. Ainda bem q eu n fui pq olha....	No entities found
854071362360664064	0	0	No entities found in this tweet	@O_LuizGuilherme Depois me mostra esse mage otk então kkkk	No entities found
854071362117394432	0	0	No entities found in this tweet	tem gente que vive chorando de barriga cheia	No entities found
854071361580519424	0	0	No entities found in this tweet	F O D A - S E	No entities found
854071361349832706	0	0	No entities found in this tweet	Tenho prova amanhã, puta que pariu, vou estudar daqui a pouco	No entities found
854071360913625088	0	0	No entities found in this tweet	Não nasci pra agradar ninguém!!!! Se não gosta de mim eu faço a pessoa me odiar 3x mais	No entities found
854071360494198784	0	0	No entities found in this tweet	@ShiuTay_ também acho ele foi expulso acho que não tem direito	No entities found
854071360120905728	0	0	No entities found in this tweet	O Dj solta o beat concorrência da xilique, e pra variar é wm e lan lançando mais um hit.	No entities found
854086729455849472	0	0	No entities found in this tweet	a pista ta uma uuuuuuva	No entities found
854086729233571840	0	0	No entities found in this tweet	@pepercofes aaa deu tudo certo??	No entities found
854086728663093256	0	0	No entities found in this tweet	@anatubaroa eu sei mano, vc ja deu esse spoiler vai tomar no cu	No entities found
854086728361050112	0	0	No entities found in this tweet	Tenho q ir lá no bg amanhn pega meu diploma	No entities found
854086728226930689	0	0	No entities found in this tweet	Pensando seriamente em criar uma doença e não ir para a aula	No entities found
854086728143056898	0	0	No entities found in this tweet	O olho não viu, o ouvido não ouviu o q Deus preparou para nós. 🎤😔	No entities found
854086728130469888	0	0	No entities found in this tweet	@Quren18 tbm kk	No entities found
854086728096907266	0	0	No entities found in this tweet	@GiovanaCoutin19 Bate nada, pegou sim kkkkk	No entities found
854086728008773632	0	0	No entities found in this tweet	@luiz21cs Kkkkkkkkkkkk não me lembra do pé de barro kkkkkkkkkl	No entities found
854086727949983744	0	0	No entities found in this tweet	Adicionei um vídeo a uma playlist @YouTube https://t.co/fyu33bF5F4 do Jovem - bloco 03	No entities found
854086727643930624	8	14	B-location	fui no centro vender uns bgl e não consegui q merda	centro
854086727304187904	0	0	No entities found in this tweet	eu sou muito ferrada eu sempre tive amigos q me deixava ai eu n fazia nada n raiva eu tinha eu tava bem fodac	No entities found
854086725425131520	0	0	No entities found in this tweet	EU VOU PROVAR QUE É REAL ME AGUARDEM #baixakase @BaixaMemoria @MoonKase https://t.co/ExdjgCntuA	No entities found
854086725190254592	29	35	B-person	eu n tô sabendo lidar com o Justin falando despacito nessa música, puta que pariu, q voz é essa que eu tô toda arrepiada	Justin
854086724976341002	0	0	No entities found in this tweet	@frozinhajumenta que coração? me diz	No entities found
854086724355543042	0	0	No entities found in this tweet	Cadê? https://t.co/326lJAp3xu	No entities found
854086724078751744	46	51	B-location	Suspeito de assassinato de PM no distrito de Capim Grosso - Russas morre em confronto com policiais https://t.co/WzrZ0TL6TL	Capim
854086724078751744	52	58	I-location	Suspeito de assassinato de PM no distrito de Capim Grosso - Russas morre em confronto com policiais https://t.co/WzrZ0TL6TL	Grosso
854086724078751744	61	67	B-location	Suspeito de assassinato de PM no distrito de Capim Grosso - Russas morre em confronto com policiais https://t.co/WzrZ0TL6TL	Russas
854086724053499904	0	0	No entities found in this tweet	a semana toda podia passar rapido como hoje	No entities found
854086723353157632	0	0	No entities found in this tweet	Eu e Alê trocamos vacinas hoje 😂❤	No entities found
854086723009171461	0	0	No entities found in this tweet	karai sai com meu irmão ai vi capivara e cavalo no mesmo rolê mol briza esse dia só falto a briza msm	No entities found
854102090033115137	0	0	No entities found in this tweet	"""É estranho né? A pessoa sai da sua vida sem mais e sem menos e você fica lá pensando nela"""	No entities found
854102089986977796	8	16	B-person	Cantor Leonardo vira tecnico da Net. https://t.co/e08DgVnWZl	Leonardo
854102089986977796	33	36	B-organization	Cantor Leonardo vira tecnico da Net. https://t.co/e08DgVnWZl	Net
854102089114537984	0	0	No entities found in this tweet	Os menor e tudo novão mais já tem carreira no tráfico 🎶 #conexãotuita	No entities found
854102088430891009	0	0	No entities found in this tweet	Dor de cabeça forte, tu é doido	No entities found
854102088103727104	0	0	No entities found in this tweet	To com medo do que está por vir pq ainda nem tivemos prova do satan	No entities found
854102087818518529	0	0	No entities found in this tweet	@iludidinho Obrigada 💙	No entities found
854102087059243008	43	56	B-organization	DIGAMOS Q, SE EU REALMENTE FOR EMBORA PRA FLORIANÓPOLIS, VOU SAIR MOSTRANDO O DEDO PRA ESSA CIDADE DE BOSTA, PQ SÓ TOMEI NO CU NESSA CITY	FLORIANÓPOLIS
854102086988050432	0	0	No entities found in this tweet	q boca linda da porra kkkkkkkk @vicknavar_ @vicnishh @girockenbach @flowergabys @carochazg	No entities found
854102086719590400	0	0	No entities found in this tweet	Péssima minha mãe	No entities found
854102086174289920	0	0	No entities found in this tweet	@ms_edgas pq vc n ouve o audiobook mano	No entities found
854102086061092864	0	0	No entities found in this tweet	@malu_salesss POXA BRIGADO MALUH	No entities found
854102085759008768	0	0	No entities found in this tweet	Desinteresse gera desinteresse	No entities found
854102085062864897	0	0	No entities found in this tweet	Foda que ela é linda🎶	No entities found
854102084907663361	0	0	No entities found in this tweet	Fiquei com preguiça de descer no mercado (de moto) e comprei miojo KKKKK	No entities found
854102084391768064	0	0	No entities found in this tweet	Acabei de ver uma lembrança lá no face de 4 anos atrás e me deu um desgosto kkkkkk plmds	No entities found
854102083791880192	0	0	No entities found in this tweet	se duvidar, eu posto de novo	No entities found
854102083749990401	0	0	No entities found in this tweet	@Cristiny_Thamyy já até sabe né kkk	No entities found
854102083464822784	0	0	No entities found in this tweet	@aanna_claaraa Só eu que sei	No entities found
854102083448045569	0	0	No entities found in this tweet	@Surveys4You Mc denny elas tampa na porrada por causa de nos 🎶🎶	No entities found
854102083208871936	0	0	No entities found in this tweet	O dia todo dentro de casa, nem vi q tava chovendo	No entities found
854102082722430976	0	0	No entities found in this tweet	Há  quem nunca provou do amor,há quem morre de sede..	No entities found
854102082676285441	0	0	No entities found in this tweet	Seria um sonho uma foto sua de cueca? Hahahahha — Não mando essas coisas, sou p casar sou homem direi... https://t.co/6GCmKJseHG	No entities found
854102082567188483	0	0	No entities found in this tweet	@carasfav Sabe o véu palatino? Pois é... Nem eu	No entities found
854102082206523394	0	0	No entities found in this tweet	Pense uma pessoa que ta chateada com a vida...	No entities found
854113610012000256	0	0	No entities found in this tweet	O novinha, cê é tudo de bom	No entities found
854113609579986944	0	0	No entities found in this tweet	Estar solteiro é ruim, mas ter a pessoa errada na sua vida, é mil vezes pior!	No entities found
854113609311543298	0	0	No entities found in this tweet	eu tento entender pq quando eu tinha uns 13 anos eu odiava funk... é bom demais bicho	No entities found
854113609030537216	0	0	No entities found in this tweet	odeio quando a pessoa é seca cmg	No entities found
854113608996880385	0	0	No entities found in this tweet	@AmandaBeatrizP5 Deixa ela saber disso	No entities found
854113608590077952	0	0	No entities found in this tweet	A gente fala uma coisa , querendo falar umas outras 1.000 😪	No entities found
854113608208441344	8	20	B-organization	I'm at Universidade Presbiteriana Mackenzie in São Paulo, SP https://t.co/6xiI9ioF9q	Universidade
854113608208441344	21	34	I-organization	I'm at Universidade Presbiteriana Mackenzie in São Paulo, SP https://t.co/6xiI9ioF9q	Presbiteriana
854113608208441344	48	51	B-location	I'm at Universidade Presbiteriana Mackenzie in São Paulo, SP https://t.co/6xiI9ioF9q	São
854113608208441344	52	57	I-location	I'm at Universidade Presbiteriana Mackenzie in São Paulo, SP https://t.co/6xiI9ioF9q	Paulo
854113608208441344	59	61	B-location	I'm at Universidade Presbiteriana Mackenzie in São Paulo, SP https://t.co/6xiI9ioF9q	SP
854113607851921412	0	0	No entities found in this tweet	Meu namorado ministrando também, só falta ele aprender a conjugar verbo e tal, mas de resto	No entities found
854113607524679680	0	0	No entities found in this tweet	@llaragarccia Amiga é p isso tbm BB kakaakaka	No entities found
854113607264686080	0	0	No entities found in this tweet	@MikaSedutor Coitado dele 😂 zoa 😂❤	No entities found
854113606996291584	0	0	No entities found in this tweet	@mrqueslorena Vamos fazer algo nessa quinta	No entities found
854113606790762497	0	0	No entities found in this tweet	As malas arrumadas Dei mais uma geral só pra ver Se n esquecia nd Ela se emocionou qnd viu Q a separação n era encenação Ficou desesperada🎤🎤	No entities found
854113606622994436	0	0	No entities found in this tweet	oi meu filho @SCInternacional	No entities found
854113606237118465	27	33	B-person	Gente vcs já imaginaram o Justin CANTANDO DESPACITO no OUVIDO de VCS HAHAHAH MORRER ❤❤ #askbelieber #DespacitoRemix https://t.co/w67AcLzYSC	Justin
854113606224551939	0	0	No entities found in this tweet	@oBetoGuerra Infelizmente não,quando os jogadores querem jogar eles ganham o que quiser,mas quando o jogador não qu… https://t.co/muynFxbMeO	No entities found
854113606086119424	0	0	No entities found in this tweet	vcs me desculpe mas a nova foto da @julliasantiago ta mto inspiradora	No entities found
854113606031609856	0	0	No entities found in this tweet	sempre huahauhau https://t.co/sDgPDzpY0Z	No entities found
854113605977083905	0	0	No entities found in this tweet	@MFigueira_CRF É você mesmo 😒	No entities found
854113605347942401	0	0	No entities found in this tweet	@Ray_Genovez Q Coiza feia	No entities found
854113605335355393	0	0	No entities found in this tweet	Só acho	No entities found
854113604748136448	0	0	No entities found in this tweet	@Mykretzmann Sim, me chama no wpp	No entities found
854113604517408775	0	0	No entities found in this tweet	mais cansado que tudo	No entities found
854113604198703104	0	0	No entities found in this tweet	eu adoro o @everaldomarques mas ele fazendo batida de funk me dá uma pontadinha de vergonha alheia	No entities found
854113604198596609	13	23	B-organization	Vamos virar Vascoooooo 🎵 https://t.co/kVvrfT9pnz	Vascoooooo
854113603875733504	0	0	No entities found in this tweet	@ShawnMendes estou tao ansiosa para ouvir sua nova musica	No entities found
854128970475950082	0	0	No entities found in this tweet	@Suucarvalhaes aprendi cm a melhor 😍❤	No entities found
854128969960099840	0	0	No entities found in this tweet	Bichinho kkkkkk ❤ https://t.co/z6CIRbgw0P	No entities found
854128969670680577	0	0	No entities found in this tweet	@lastmem0ries vdd, boa ideia, vou tentar amanhã 😊	No entities found
854128969498726400	0	0	No entities found in this tweet	@revivalforbes @bchartsnet Não gostou? Enfia um rojão no cu e sai voando	No entities found
854128969091870721	1	8	B-person	Ritinha vai pro Rio de Janeiro.  Como queria. #AForçaDoQuerer.	Ritinha
854128969091870721	17	20	B-location	Ritinha vai pro Rio de Janeiro.  Como queria. #AForçaDoQuerer.	Rio
854128969091870721	21	23	I-location	Ritinha vai pro Rio de Janeiro.  Como queria. #AForçaDoQuerer.	de
854128969091870721	24	31	I-location	Ritinha vai pro Rio de Janeiro.  Como queria. #AForçaDoQuerer.	Janeiro
854128968701808641	21	28	B-person	Hoje é dia de ouvir Britney old school e fingir que nenhuma frustração me irrita	Britney
854128968018034689	0	0	No entities found in this tweet	Tomar no cu dessa matéria de economia política internacional que não acaba 😭	No entities found
854128967758073859	1	6	B-person	TEMER TEM QUE PAGAR PELO Q FEZ,Ñ  É  JUSTO FICAR IMPUNE	TEMER
854128967430832128	0	0	No entities found in this tweet	@Bruninhasousa03 Te amo amorrrrr ❤️❤️❤️	No entities found
854128967372165120	31	37	B-person	Arbitrário e ressentido… Esse Sérgio Moro deve ter tido uma adolescência daquelas. Ô Juizeco, viu!? https://t.co/NzLuA8RMNW	Sérgio
854128967372165120	38	42	I-person	Arbitrário e ressentido… Esse Sérgio Moro deve ter tido uma adolescência daquelas. Ô Juizeco, viu!? https://t.co/NzLuA8RMNW	Moro
854128967191851008	0	0	No entities found in this tweet	@math_ Amo porém jamais será https://t.co/ClSgS1n7QI	No entities found
854128967015686144	0	0	No entities found in this tweet	to pensando se realmente irei nesse churrasco	No entities found
854128966982139905	0	0	No entities found in this tweet	noussss ficou mt lindao https://t.co/i88a9RjxYz	No entities found
854128966738866176	0	0	No entities found in this tweet	E daí? Pega sua canoa e deixa a minha fluir 🎶 https://t.co/6nRX8y5CbL	No entities found
854128966709518338	0	0	No entities found in this tweet	@RanieGallardo Tô bonitona né?	No entities found
854128966461992961	1	8	B-person	Ritinha tá se lixando pra confusão! Só pensa em armar um jeito de ir pro RJ 😂 #AForçaDoQuerer	Ritinha
854128966461992961	74	76	B-location	Ritinha tá se lixando pra confusão! Só pensa em armar um jeito de ir pro RJ 😂 #AForçaDoQuerer	RJ
854128966373912576	0	0	No entities found in this tweet	Foda-se o mundo la fora, é eu você e o colchão.	No entities found
854128966361382912	0	0	No entities found in this tweet	Tadinho do Zeca #AForçaDoQuerer	No entities found
854128966164242433	0	0	No entities found in this tweet	"@Lu_McCartney ""Prefiro a mãe do adversário chorando do que a minha"""	No entities found
854128965937659909	0	0	No entities found in this tweet	@_dudacb Simm kkkk sdds ter vc na autoescola pq agora é só depre	No entities found
854128965522468865	0	0	No entities found in this tweet	N vem ñ😒👊 Só estou entediado!!!!! https://t.co/1Sk8i21SlV	No entities found
854144331275436036	0	0	No entities found in this tweet	esqueci de contar o perrengue de ontem	No entities found
854144331216822272	0	0	No entities found in this tweet	Primeira classe vai ficar com boqueira? — Ke https://t.co/1XO1VZSQWy	No entities found
854144330919006209	0	0	No entities found in this tweet	escutando o áudio e 7 minutos da danisi...	No entities found
854144330876977156	0	0	No entities found in this tweet	O àlcool smp faz seu efeito	No entities found
854144330444939264	0	0	No entities found in this tweet	@igorr_fernandes ACABEI DE TERMINAR to estranha	No entities found
854144330180833281	0	0	No entities found in this tweet	@KarlaJess Quaaaaase nessa	No entities found
854144329589420033	0	0	No entities found in this tweet	~` Na Real' Homem Não Presta MSM,!  Não Adianta Ele Dizer Que Ama e Os Krlh a4, No Final Eles Sempre Tacam O FODA-SE e Te Trocam Por Outra💔👎	No entities found
854144329518120964	0	0	No entities found in this tweet	só uns bjs que eu poderia ter dado hj 💔	No entities found
854144329375416321	0	0	No entities found in this tweet	@abdalla_01_ @maattar_ Que a gente vai fazer zé	No entities found
854144329300013057	1	8	B-organization	ANIMALS AS LEADERS anuncia oficialmente show de estreia no Brasil https://t.co/28Llmhny6E	ANIMALS
854144329300013057	9	11	I-organization	ANIMALS AS LEADERS anuncia oficialmente show de estreia no Brasil https://t.co/28Llmhny6E	AS
854144329300013057	12	19	I-organization	ANIMALS AS LEADERS anuncia oficialmente show de estreia no Brasil https://t.co/28Llmhny6E	LEADERS
854144329300013057	60	66	B-location	ANIMALS AS LEADERS anuncia oficialmente show de estreia no Brasil https://t.co/28Llmhny6E	Brasil
854144329157414914	0	0	No entities found in this tweet	@gabiihroch check up. Segundo minha mãe, do jeito que eu vivo devo ter algo fudido	No entities found
854144329153212416	0	0	No entities found in this tweet	@linealmeidax Oiii tudo boa?	No entities found
854144328796692480	0	0	No entities found in this tweet	@lulubehs @TomioGustavo quem te alegrou hj ??	No entities found
854144328716910592	0	0	No entities found in this tweet	Puta merda, tô quebrada	No entities found
854144328385613824	0	0	No entities found in this tweet	@BuuHOx Deu uma vontade dessa piscina 🙂	No entities found
854144328356290562	0	0	No entities found in this tweet	@jullianamends @beasweet20 pq se não for assim eu continuo acreditando q vc não é hetero https://t.co/0B7obj57Fs	No entities found
854144327769051136	0	0	No entities found in this tweet	Mas segue o baile	No entities found
854144327756500993	0	0	No entities found in this tweet	Tudo que muda no processo de demissão com a nova CLT https://t.co/OZbOF3TOUR	No entities found
854144327446138884	0	0	No entities found in this tweet	Esse ano meu niver só vai tá os que fecha cmg	No entities found
854144327337091072	0	0	No entities found in this tweet	Senti sdds de conversa assim com tal pessoa	No entities found
854144327148351491	0	0	No entities found in this tweet	É uma inversão de valores que eu fico abismada	No entities found
854144326733115392	0	0	No entities found in this tweet	@Igoor_Oliveiira Tu tem casa, comida na mesa e familia, isso já e um grande motivo pra ser feliz.	No entities found
854161612118396928	0	0	No entities found in this tweet	boa noite amores	No entities found
854161612017737728	0	0	No entities found in this tweet	Ba só queria dormir agarrado essa noite, me ia era ouro	No entities found
854161611279486976	0	0	No entities found in this tweet	De vacilo em vacilo o sentimento vai diminuindo, acho que o meu acabou	No entities found
854161611170263040	0	0	No entities found in this tweet	Gostei de um vídeo @YouTube https://t.co/dDEx9N6Dr1 Igu - G-Quan II	No entities found
854161610771976193	0	0	No entities found in this tweet	tu podia ser bem otario p eu parar de gostar de ti ... — Kkkkkkkkkkkk ah mano, eu n sei o que falar né  https://t.co/fZVLk6D4fa	No entities found
854161610717491201	0	0	No entities found in this tweet	tudo lindo https://t.co/2K0aRidgch	No entities found
854161610650333185	0	0	No entities found in this tweet	@tamiressaragao kkkkkkkkkkk eu te odeio demais	No entities found
854161610579079168	0	0	No entities found in this tweet	Na ligação❤	No entities found
854161610520309760	1	7	B-person	Sheila Mello sambou na cara!!!! 10+10+10 = 30 pontos!!! :o #DancingBrasil	Sheila
854161610520309760	8	13	I-person	Sheila Mello sambou na cara!!!! 10+10+10 = 30 pontos!!! :o #DancingBrasil	Mello
854161610121908224	0	0	No entities found in this tweet	@gabbisampaioo Sou mto dessas. Falta só comprar as roupas mesmo KKKKKKOO	No entities found
854161610109329410	0	0	No entities found in this tweet	Vou nessa 🙇🏻‍♀️😴	No entities found
854161609899610112	1	5	B-person	Lula chama 87 testemunhas e Moro exige sua presença em cada audiência O juiz federal Sérgio Moro autorizou nesta... https://t.co/Z1ktAa7PMH	Lula
854161609899610112	29	33	B-person	Lula chama 87 testemunhas e Moro exige sua presença em cada audiência O juiz federal Sérgio Moro autorizou nesta... https://t.co/Z1ktAa7PMH	Moro
854161609899610112	86	92	B-person	Lula chama 87 testemunhas e Moro exige sua presença em cada audiência O juiz federal Sérgio Moro autorizou nesta... https://t.co/Z1ktAa7PMH	Sérgio
854161609899610112	29	33	B-person	Lula chama 87 testemunhas e Moro exige sua presença em cada audiência O juiz federal Sérgio Moro autorizou nesta... https://t.co/Z1ktAa7PMH	Moro
854161609773768705	0	0	No entities found in this tweet	@_ChristopherA vc ta por fora manezão bdsajhbdahjbadshjads	No entities found
854161609673101313	0	0	No entities found in this tweet	ja pode ficar pelada	No entities found
854161609618595841	0	0	No entities found in this tweet	@AymaRusch nunca mi puti linda❤😽	No entities found
854161609442418688	0	0	No entities found in this tweet	@paola_barbosaa Não me fale em saudades, eu te amo muito menina!! lembra daquele texto no whats quando se sentir mal, ta? linda!	No entities found
854161608830058496	0	0	No entities found in this tweet	@beatrizbfr_ PERA É A DE JOGO?	No entities found
854161608825819136	0	0	No entities found in this tweet	@JFMattarazo Não consigo meu pensamento e um só 😭	No entities found
854161608687464450	0	0	No entities found in this tweet	Beijar na boca é ótimo mas vcs já  resolveram uma questão gigante e difícil de geometria analítica de primeira ???? É wonderful	No entities found
854161608188284928	32	38	B-person	ainda vai ter na trilha sonora Moraes Moreira, Elza Soares, Chico Buarque...	Moraes
854161608188284928	39	46	I-person	ainda vai ter na trilha sonora Moraes Moreira, Elza Soares, Chico Buarque...	Moreira
854161608188284928	48	52	B-person	ainda vai ter na trilha sonora Moraes Moreira, Elza Soares, Chico Buarque...	Elza
854161608188284928	53	59	I-person	ainda vai ter na trilha sonora Moraes Moreira, Elza Soares, Chico Buarque...	Soares
854161608188284928	61	66	B-person	ainda vai ter na trilha sonora Moraes Moreira, Elza Soares, Chico Buarque...	Chico
854161608188284928	67	74	I-person	ainda vai ter na trilha sonora Moraes Moreira, Elza Soares, Chico Buarque...	Buarque
854161607995293696	0	0	No entities found in this tweet	minha estratégia: fingir que sou humilde pra crescer, ficar famoso e rico sendo na vdd desumilde e mandando o fake… https://t.co/9TTMtcnUfi	No entities found
854161607747829760	0	0	No entities found in this tweet	No final ela ganhou e eu perdi td aquilo q mais valorizei e para não perder, eu tentei e lutei, ela fica com a glória e eu com a sabedoria	No entities found
854161607726956548	0	0	No entities found in this tweet	Hjvou dormir de conchinha com o travesseiro	No entities found
854161607710191616	0	0	No entities found in this tweet	Procurando a resposta do que eu tô fazendo com a minha vida, pq olha não dá mais	No entities found
854161607651450882	0	0	No entities found in this tweet	Dor de cabeça é uma coisa tão desnecessária, odeio	No entities found
854161607601119232	0	0	No entities found in this tweet	Agora estou pensado no fato que eu não tenho namoradinhx,quero um pra ser o meu Bbyu,aaaaaa estou chorando dnv	No entities found
854161607433363456	0	0	No entities found in this tweet	Os dois https://t.co/dN1MWlkaD2	No entities found
854161607286558720	0	0	No entities found in this tweet	Gente que dorme no busao passa do ponto e vai parar na pqp me add	No entities found
854178892709584897	0	0	No entities found in this tweet	Tô sentindo cheiro de álcool	No entities found
854178891837173760	0	0	No entities found in this tweet	@aanitaarc Nada bb❤💯	No entities found
854178891514118144	0	0	No entities found in this tweet	Preciso de um emprego pra ontem	No entities found
854178890855698433	0	0	No entities found in this tweet	Vários vacilão na terra , vários amigos bom no céu ...	No entities found
854178890444623872	0	0	No entities found in this tweet	tô carente precisando de um carinho s2	No entities found
854178890171940865	20	26	B-person	To com saudades de Caxias,que merda isso,as vezes eu to na rua e vejo pessoas que eu costumava ver la,isso é estranho	Caxias
854178889844887556	0	0	No entities found in this tweet	@loloeleuterio até meu tombo é top	No entities found
854178889786175489	0	0	No entities found in this tweet	@Deathfuckingbat eles deveriam fazer parceria com a banda e entrar em campo cantando fallen angels lshsksjs	No entities found
854178889282793472	0	0	No entities found in this tweet	Faço questão de cafuné, massagem nos pés e muitos chocolates só pra mim	No entities found
854178887143747584	0	0	No entities found in this tweet	não preciso de nada além de sobrancelha feita sempre	No entities found
854178886464229376	1	6	B-organization	Globo Tira Tv Globinho do ar, depois tira o site ego do ar , falta o que pra tirar do Ar? Já sei a emissora do ar. #ObrigadoPorTudoEgo	Globo
854178886464229376	50	53	B-organization	Globo Tira Tv Globinho do ar, depois tira o site ego do ar , falta o que pra tirar do Ar? Já sei a emissora do ar. #ObrigadoPorTudoEgo	ego
